num,pron,char,main_mean,tot_stk,main_elem,disused,rad_stk,rad,rad_elem,detail_mean,meaning,stk_info,rad_id,no_rad_stk,rad_mean
161,개,愾,성낼,14,火,TRUE,4,心,火,성내다; 차다; 가득하다; 한숨 쉬다; 한탄하다; 분개하다,성낼 【개】,총 14획 (부 10획),61,10,마음심
162,개,疥,옴,9,水,TRUE,5,疒,水,옴(전염성 피부병의 한 가지),옴 【개】,총 9획 (부 4획),104,4,병질안역
163,개,芥,겨자,10,木,FALSE,6,艸(艹),木,겨자; 티끌; 먼지,겨자 【개】,총 10획 (부 4획),140,4,풀초
164,개,豈,즐길,10,木,TRUE,7,豆,木,개가(凱); 화락하다; 즐기다,즐길 【개】,총 10획 (부 3획),151,3,콩두
165,개,鎧,갑옷,18,金,FALSE,8,金,金,갑옷(을 입다),갑옷 【개】,총 18획 (부 10획),167,10,쇠금
166,개,玠,큰서옥,9,金,FALSE,5,玉(王),金,홀(笏: 제후를 봉할 때 의식에 쓰던); 큰 서옥(瑞玉: 상서로운 구슬),큰서옥 【개】,총 9획 (부 4획),96,4,구슬옥
167,객,客,손님,9,木,FALSE,3,宀,木,손님; 나그네; 사람; 지난 세월; 붙어 살다(寄寓),손님 【객】,총 9획 (부 6획),40,6,갓머리면
168,객,喀,토할,12,水,FALSE,3,口,水,토하다; 뱉다; 구토하다,토할 【객】,총 12획 (부 9획),30,9,입구
169,갱,更,다시,7,火,FALSE,4,曰,火,다시(再),다시 【갱】,총 7획 (부 3획),73,3,가로왈
170,갱,坑,구덩이,7,土,FALSE,3,土,土,구덩이; 구덩이에 묻다,구덩이 【갱】,총 7획 (부 4획),32,4,흙토
171,갱,粳,메벼,13,木,FALSE,6,米,木,메벼; 메진 벼,메벼 【갱】,총 13획 (부 7획),119,7,쌀미
172,갱,羹,국,19,土,FALSE,6,羊,土,국(음식의 한 가지),국 【갱】,총 19획 (부 13획),123,13,양양
173,갹,醵,술잔치,20,金,FALSE,6,襾(西),金,술잔치; 술추렴; 추렴하다,술잔치 【갹】,총 20획 (부 14획),146,14,덮을아
174,거,去,갈,5,木,FALSE,2,厶,木,가다; 떨어지다; 버리다; 쫓다; 과거; 거성(四聲의 하나); 덜다; 거두어 들이다,갈 【거】,총 5획 (부 3획),28,3,사사사
175,거,巨,클,5,火,FALSE,3,工,火,크다; 많다; 어찌,클 【거】,총 5획 (부 2획),48,2,장인공
176,거,居,살,8,水,FALSE,3,尸,水,살다; 살게 하다; 앉다; 있다; 쌓다; 곳; 집; 무덤; 산 사람; 어조사(영탄),살 【거】,총 8획 (부 5획),44,5,주검시
177,거,車,수레,7,火,FALSE,7,車,火,수레,수레 【거】,총 7획 (부 0획),159,0,수레거
178,거,擧,들,18,木,FALSE,4,手(扌),木,들다(扛); 나다; 키우다; 빼앗다; 줍다; 올리다; 일으키다; 모두; 거동; 거사; 관거,들 【거】,총 18획 (부 14획),64,14,손수
179,거,距,떨어질,12,土,FALSE,7,足,土,며느리발톱(닭같은 것의 뒷발톱. 저항력이 없음의 비유); 떨어져 있다; 이르다; 어기다; 뛰다; 겨루다; 막다(拒); 크다,떨어질 【거】,총 12획 (부 5획),157,5,발족
180,거,拒,막을,9,木,FALSE,4,手(扌),木,막다; 겨루다; 어기다; 방어; 방진(方形의 진),막을 【거】,총 9획 (부 5획),64,5,손수
181,거,據,웅거할,17,木,FALSE,4,手(扌),木,의거하다(依); 웅거하다(拒守); 누르다(按); 의거함,웅거할 【거】,총 17획 (부 13획),64,13,손수
182,거,渠,도랑,13,水,FALSE,4,水,水,도랑; 크다(鉅); 평면에 새긴 줄무늬,도랑 【거】,총 13획 (부 9획),85,9,물수
183,거,遽,급할,20,土,TRUE,7,辵(辶),土,역말(역참의 말); 급히; 갑자기; 당황하다; 놀라다 두려워하다,급할 【거】,총 20획 (부 13획),162,13,책받침착
184,거,鉅,클,13,金,FALSE,8,金,金,크다(巨); 강하다; 어찌; 갑자기(遽); 낚시,클 【거】,총 13획 (부 5획),167,5,쇠금
185,거,炬,횃불,9,火,FALSE,4,火(灬),火,횃불(싸리.갈대 같은 것을 묶어서 길을 밝히거나 화톳불을 놓는 물건); 사르다,횃불 【거】,총 9획 (부 5획),86,5,불화
186,거,倨,거만할,10,火,FALSE,2,人(亻),火,거만하다; 굽다; 걸터앉다(踞),거만할 【거】,총 10획 (부 8획),9,8,사람인
187,거,据,일할,12,木,FALSE,4,手(扌),木,일하다; 일하는 모양; 경영하는 모양; 의거하다; 교만하다,일할 【거】,총 12획 (부 8획),64,8,손수
188,거,祛,떨,10,木,FALSE,5,示(礻),木,떨어 깨끗이 하다; 세다 강하다,떨 【거】,총 10획 (부 5획),113,5,보일시
189,거,踞,웅크릴,15,土,FALSE,7,足,土,웅크리고 앉다; 쭈그리고 앉다; 걸터 앉다,웅크릴 【거】,총 15획 (부 8획),157,8,발족
190,거,鋸,톱,16,金,FALSE,8,金,金,톱; 켜다; 자르다,톱 【거】,총 16획 (부 8획),167,8,쇠금
191,건,建,세울,9,木,FALSE,3,廴,木,세우다(立); 엎지르다; 열쇠(鍵),세울 【건】,총 9획 (부 6획),54,6,민책받침인
192,건,䢖,세울,13,土,TRUE,7,辵(辶),土,"세우다; 일으키다; 아뢰다; 개진하다(開陳--); 끼우다, 사이에 두다; 엎지르다; 열쇠(=鍵); 월건(月建: 달의 간지(干支))",세울 【건】,총 13획 (부 6획),162,6,책받침착
193,건,乾,하늘,11,木,FALSE,1,乙,木,하늘; 건괘(8괘의 하나); 굳세다; 부지런하다; 마르다; 말리다; 건성(으로 하다),하늘 【건】,총 11획 (부 10획),5,10,새을
194,건,漧,하늘,15,水,FALSE,4,水,水,"하늘; 괘 이름; 임금; 남자; 아비, 아버지, 친족 관계; 마르다, 건조하다; 말리다; 건성으로 하다, 형식적이다; 텅 비다; 아무것도 없다; 건성; 말린 음식(飮食); 물을 사용하지 않은; 헛되이, 덧없이",하늘 【건】,총 15획 (부 11획),85,11,물수
195,건,件,물건,6,火,FALSE,2,人(亻),火,사건; 구분하다; 벌; 가지; 물건; 조건,물건 【건】,총 6획 (부 4획),9,4,사람인
196,건,健,굳셀,11,火,FALSE,2,人(亻),火,굳세다; 튼튼하다; 군사,굳셀 【건】,총 11획 (부 9획),9,9,사람인
197,건,巾,수건,3,木,FALSE,3,巾,木,수건; 헝겊; 두건; 덮다,수건 【건】,총 3획 (부 0획),50,0,수건건
198,건,虔,정성,10,木,TRUE,6,虍,木,삼가다; 베풀다; 정성스럽다; 죽이다 빼앗다; 굳다; 모탕(도끼 받침),정성 【건】,총 10획 (부 4획),141,4,범호
199,건,楗,문빗장,13,木,FALSE,4,木,木,문빗장; 방죽,문빗장 【건】,총 13획 (부 9획),75,9,나무목
200,건,鍵,열쇠,17,金,FALSE,8,金,金,비녀장; (자물쇠를 여는) 열쇠,열쇠 【건】,총 17획 (부 9획),167,9,쇠금
201,건,愆,허물,13,火,TRUE,4,心,火,허물; 어그러지다; 악질 나쁜 병,허물 【건】,총 13획 (부 9획),61,9,마음심
202,건,腱,힘줄밑둥,15,水,FALSE,6,肉(月),水,힘줄의 밑둥; (큰) 힘줄,힘줄밑둥 【건】,총 15획 (부 9획),130,9,고기육
203,건,蹇,절,17,土,FALSE,7,足,土,절뚝발; 굼뜨다; 고생하다; 괘이름(艮下坎上); 뽑다; 걷다; 노둔한 말; 교만하다; 머무르다,절 【건】,총 17획 (부 10획),157,10,발족
204,건,騫,이지러질,20,火,TRUE,10,馬,火,이지러지다; (고개를) 들다; 빼다; 허물(愆); 둔하다; 느리다,이지러질 【건】,총 20획 (부 10획),187,10,말마
205,건,搴,빼낼,14,木,FALSE,4,手(扌),木,빼내다; 뽑아내다; 들어 올리다; 걷어 올리다,빼낼 【건】,총 14획 (부 10획),64,10,손수
206,건,湕,물이름,13,水,FALSE,4,水,水,물 이름,물이름 【건】,총 13획 (부 9획),85,9,물수
207,건,踺,밟을,16,土,FALSE,7,足,土,밟다; 가는 모양,밟을 【건】,총 16획 (부 9획),157,9,발족
208,건,褰,펼칠,16,木,TRUE,6,衣,木,"(옷을)걷어올리다; 펼치다; 열다; 접다, 주름을 잡다; 단절시키다(斷切ㆍ斷截---); 바지; 허물",펼칠 【건】,총 16획 (부 10획),145,10,옷의
209,걸,傑,호걸,12,火,FALSE,2,人(亻),火,호걸; 준걸(재주와 슬기가 뛰어난 사람); 뛰어나다; 훌륭하다,호걸 【걸】,총 12획 (부 10획),9,10,사람인
210,걸,杰,뛰어날,8,木,FALSE,4,木,木,준걸(재주와 슬기가 뛰어난 사람); 뛰어나다,뛰어날 【걸】,총 8획 (부 4획),75,4,나무목
211,걸,乞,구걸할,3,木,FALSE,1,乙,木,구걸하다; 청하다 구하다; 청컨대; 거지; 요청; 주다,구걸할 【걸】,총 3획 (부 2획),5,2,새을
212,걸,桀,홰,10,木,TRUE,4,木,木,홰; 사납다; 교활하다; 들다; 뛰어나다,홰 【걸】,총 10획 (부 6획),75,6,나무목
213,검,儉,검소할,15,火,FALSE,2,人(亻),火,검소하다; 넉넉치 못하다; 흉년이 들다,검소할 【검】,총 15획 (부 13획),9,13,사람인
214,검,劍,칼,15,金,TRUE,2,刀(刂),金,(허리에 차는) 칼; 죽이다,칼 【검】,총 15획 (부 13획),18,13,칼도
215,검,劒,칼,16,金,TRUE,2,刀(刂),金,(허리에 차는) 칼; 죽이다,칼 【검】,총 16획 (부 14획),18,14,칼도
216,검,檢,검사할,17,木,FALSE,4,木,木,검사하다; 봉함; 금제하다; 검속하다; 조사하다; 법식; 행검; 조행; 초고; 초안; 본; 모형,검사할 【검】,총 17획 (부 13획),75,13,나무목
217,검,瞼,눈꺼풀,18,木,FALSE,5,目,木,눈꺼풀; 고을(州를 이름),눈꺼풀 【검】,총 18획 (부 13획),109,13,눈목
218,검,鈐,비녀장,12,金,FALSE,8,金,金,비녀장(굴대 머리에 지르는 못같이 생긴 물건); 자물쇠; (도장을) 찍다,비녀장 【검】,총 12획 (부 4획),167,4,쇠금
219,검,黔,검을,16,水,FALSE,12,黑,水,검다; 검게 되다; 거매지다,검을 【검】,총 16획 (부 4획),203,4,검을흑
220,겁,劫,겁탈할,7,土,FALSE,2,力,土,겁탈하다; 으르다; 강도; 대궐 층계; (바둑에서의) 패; 겁(가장 긴 시간); 부지런하다,겁탈할 【겁】,총 7획 (부 5획),19,5,힘력
221,겁,怯,겁낼,9,火,FALSE,4,心,火,겁내다; 겁이 많다; 겁장이,겁낼 【겁】,총 9획 (부 5획),61,5,마음심
222,겁,迲,갈,12,土,FALSE,7,辵(辶),土,가다,갈 【겁】,총 12획 (부 5획),162,5,책받침착
223,게,揭,들,13,木,FALSE,4,手(扌),木,높이 들다(高擧); 걸다; 지다; 걷다,들 【게】,총 13획 (부 9획),64,9,손수
224,게,偈,쉴,11,火,FALSE,2,人(亻),火,쉬다; 중의 글귀; 힘쓰다; 헌걸차다(무용이 있는 모양); 빠르다,쉴 【게】,총 11획 (부 9획),9,9,사람인
225,게,憩,쉴,16,火,FALSE,4,心,火,쉬다(息); 휴식하다,쉴 【게】,총 16획 (부 12획),61,12,마음심
226,격,格,이를,10,木,FALSE,4,木,木,이르다(至); 오다(來); 바르다(正); 궁구하다(窮究); 대적하다(敵); 고치다; 법(法式); 자리; 시렁; 자품; 가지; 격자,이를 【격】,총 10획 (부 6획),75,6,나무목
227,격,擊,칠,17,木,TRUE,4,手(扌),木,치다(打); 부딪치다; 죽이다(殺); 마주치다,칠 【격】,총 17획 (부 13획),64,13,손수
228,격,激,부딪칠,17,水,FALSE,4,水,水,물결이 부딪치며 흐르다; 빠르다; 과격하다; 분발하다; 격려하다; 떨치다; 맑은 소리,부딪칠 【격】,총 17획 (부 13획),85,13,물수
229,격,隔,막을,18,土,FALSE,8,阜(阝),土,막다; 사이가 뜨다; 막이; 이미 이왕에,막을 【격】,총 18획 (부 10획),170,10,언덕부
230,격,檄,격서,17,木,FALSE,4,木,木,격문 격서; 편지; 회장 회문; 격서를 보내다,격서 【격】,총 17획 (부 13획),75,13,나무목
231,격,膈,흉격,16,水,FALSE,6,肉(月),水,심장과 비장 사이의 장격(障隔); 가슴; 종틀(종을 걸어놓는 나무로 만든 틀),흉격 【격】,총 16획 (부 10획),130,10,고기육
232,격,覡,박수,14,火,TRUE,7,見,火,박수(남자 무당),박수 【격】,총 14획 (부 7획),147,7,⑦볼견
233,견,犬,개,4,土,TRUE,4,犬(犭),土,개,개 【견】,총 4획 (부 0획),94,0,개견
234,견,見,볼,7,火,FALSE,7,見,火,보다; 보이다; 당하다; 견해,볼 【견】,총 7획 (부 0획),147,0,⑦볼견
235,견,堅,굳을,11,土,FALSE,3,土,土,굳다; 굳어지다; 굳게; 갑주(갑옷과 투구),굳을 【견】,총 11획 (부 8획),32,8,흙토
236,견,肩,어깨,10,水,FALSE,6,肉(月),水,어깨; 견디다; 세 살 먹은 짐승; 곧다,어깨 【견】,총 10획 (부 4획),130,4,고기육
237,견,絹,비단,13,木,FALSE,6,糸,木,명주(견직물); 비단,비단 【견】,총 13획 (부 7획),120,7,실사
238,견,遣,보낼,17,土,FALSE,7,辵(辶),土,보내다; 시집을 보내다; (아내를) 버리다; (원한을) 풀다; 하여금,보낼 【견】,총 17획 (부 10획),162,10,책받침착
239,견,牽,끌,11,土,FALSE,4,牛(牜),土,끌다; 이끌다; 거리끼다; 주다; 끌려가는 동물; 별 이름(牽牛),끌 【견】,총 11획 (부 7획),93,7,소우
240,견,鵑,두견이,18,火,FALSE,11,鳥,火,두견이(뻐꾸기 비슷하며 여름 밤낮 처량하게 욺. 蜀나라 望帝의 넋이 화해 된 새라고 전함); 소쩍새,두견이 【견】,총 18획 (부 7획),196,7,새조
241,견,甄,질그릇구울,14,土,FALSE,5,瓦,土,질그릇을 굽다; 교화하다; 살피다; 나타내다; 밝히다; 양익(군대의 좌·우익); 날다,질그릇구울 【견】,총 14획 (부 9획),98,9,기와와
242,견,繭,고치,19,木,FALSE,6,糸,木,고치; 누에고치; 실; 솜옷; 부르트다,고치 【견】,총 19획 (부 13획),120,13,실사
243,견,譴,꾸짖을,21,金,TRUE,7,言,金,꾸짖다; 허물; 책망,꾸짖을 【견】,총 21획 (부 14획),149,14,말씀언
244,결,決,결정할,8,水,FALSE,4,水,水,터지다; 터뜨리다; 끊다; 결단하다; 판단하다; 결정하다; 이별하다(=訣); 결코; 깍지(활을 쏠 때 엄지손가락에 끼는 기구); 틈(=缺),결정할 【결】,총 8획 (부 4획),85,4,물수
245,결,結,맺을,12,木,FALSE,6,糸,木,맺다; 맺히다; 매듭,맺을 【결】,총 12획 (부 6획),120,6,실사
246,결,潔,깨끗할,16,水,FALSE,4,水,水,깨끗하다; 깨끗이 하다,깨끗할 【결】,총 16획 (부 12획),85,12,물수
247,결,㓗,깨끗할,14,水,FALSE,2,冫,水,깨끗하다; (품행이)바르다; 깨끗이 하다; 몸을 닦다; 희다; 간결하다(簡潔--),깨끗할 【결】,총 14획 (부 12획),15,12,이수
248,결,缺,이지러질,10,土,FALSE,6,缶,土,이지러지다; 없어지다; 모자라다; (벼슬 자리가) 비다; 나오지 않다; (할 일을) 빠뜨리다,이지러질 【결】,총 10획 (부 4획),121,4,장군부
249,결,訣,이별할,11,金,FALSE,7,言,金,이별하다; 헤어지다; 이별; 비결,이별할 【결】,총 11획 (부 4획),149,4,말씀언
250,결,抉,도려낼,8,木,FALSE,4,手(扌),木,도려내다; 들추어 내다; 폭로하다; 파다; 구멍을 파다,도려낼 【결】,총 8획 (부 4획),64,4,손수
251,결,㛃,맑을,9,土,FALSE,3,女,土,맑다; 깨끗하다,맑을 【결】,총 9획 (부 6획),38,6,계집녀
252,결,焆,불빛,11,火,FALSE,4,火(灬),火,불빛,불빛 【결】,총 11획 (부 7획),86,7,불화
253,결,迼,뛸,13,土,FALSE,7,辵(辶),土,뛰다,뛸 【결】,총 13획 (부 6획),162,6,책받침착
254,결,玦,패옥,9,金,FALSE,5,玉(王),金,패옥(佩玉: 허리띠에 차는 옥); 깍지,패옥 【결】,총 9획 (부 4획),96,4,구슬옥
255,결,鍥,새길,17,金,FALSE,8,金,金,새기다; 조각하다(彫刻ㆍ雕刻--); 자르다; 절단하다(切斷ㆍ截斷--); 끊다; 낫(풀 따위를 베는 기구(器具)),새길 【결】,총 17획 (부 9획),167,9,쇠금
256,겸,兼,겸할,10,金,FALSE,2,八,金,겸하다; 쌓다,겸할 【겸】,총 10획 (부 8획),12,8,여덟팔
257,겸,謙,겸손할,17,金,FALSE,7,言,金,겸손하다; 사양하다; 괘 이름(艮下坤上),겸손할 【겸】,총 17획 (부 10획),149,10,말씀언
258,겸,鎌,낫,18,金,FALSE,8,金,金,낫(풀을 베는 연장),낫 【겸】,총 18획 (부 10획),167,10,쇠금
259,겸,慊,마음에차지않을,14,火,FALSE,4,心,火,마음에 차지 않다; 앙심을 먹다; 정성; 족하다; 혐의(=嫌),마음에차지않을 【겸】,총 14획 (부 10획),61,10,마음심
260,겸,箝,끼울,14,木,FALSE,6,竹,木,끼우다; 항쇄(쇄사슬로 목을 맴); 재갈을 먹이다,끼울 【겸】,총 14획 (부 8획),118,8,대죽
261,겸,鉗,칼,13,金,TRUE,8,金,金,칼(죄인의 목에 씌우는 형구); 젓가락; 꺼리다 시기하다; 다물다(箝),칼 【겸】,총 13획 (부 5획),167,5,쇠금
262,겸,嗛,겸손할,13,水,FALSE,3,口,水,"겸손하다(謙遜ㆍ謙巽--)(=謙); 흉년(凶年) 들다(=歉); 모자라다, 부족하다(不足--); 입 속에 넣다; 쥐의 볼 속(=협낭(頰囊))",겸손할 【겸】,총 13획 (부 10획),30,10,입구
263,겸,槏,문설주,14,木,FALSE,4,木,木,문설주(門-柱: 문짝을 끼워 달기 위하여 문의 양쪽에 세운 기둥); 문; 단속하다(團束--),문설주 【겸】,총 14획 (부 10획),75,10,나무목
264,겸,縑,비단,16,木,FALSE,6,糸,木,합사(合絲) 비단(緋緞); 생명주(生明紬: 생사로 짠 명주); 비단(緋緞),비단 【겸】,총 16획 (부 10획),120,10,실사
265,경,京,서울,8,火,TRUE,2,亠,火,"서울, 도읍(都邑), 수도(首都); 언덕, 높은 언덕(=原); 경관(京觀: 전공(戰功)을 기념하기 위하여 세운 합동 무덤); 곳집(곳간(庫間)으로 지은 집), 큰 창고(倉庫); 고래(=鯨); 경, 수의 단위(單位)(=兆(조)의 만 배); 근심하는 모양; 크다, 성하다(盛--: 기운이나 세력이 한창 왕성하다); 높다; 근심하다; 가지런하다",서울 【경】,총 8획 (부 6획),8,6,돼지해머리두
266,경,亰,서울,9,火,TRUE,2,亠,火,"서울, 도읍(都邑), 수도(首都); 언덕, 높은 언덕(=原); 경관(京觀: 전공(戰功)을 기념하기 위하여 세운 합동 무덤); 곳집(곳간(庫間)으로 지은 집), 큰 창고(倉庫); 고래(=鯨); 경, 수의 단위(單位)(=兆(조)의 만 배); 근심하는 모양; 크다, 성하다(盛--: 기운이나 세력이 한창 왕성하다); 높다; 근심하다; 가지런하다",서울 【경】,총 9획 (부 7획),8,7,돼지해머리두
267,경,景,볕,12,火,FALSE,4,日,火,"볕, 햇빛, 햇살; 해, 태양; 경치(景致), 풍치(風致), 풍물(風物); 바람 이름; 남풍(南風), 온화한 바람; 환하다, 빛나다; 경사스럽다(慶事---), 상서롭다(祥瑞--); 우러러보다, 숭배하다; 크다(=京)",볕 【경】,총 12획 (부 8획),72,8,날일
268,경,暻,볕,16,火,FALSE,4,日,火,"볕, 햇빛, 햇살; 해, 태양; 경치(景致), 풍치(風致), 풍물(風物); 바람 이름; 남풍(南風), 온화한 바람; 환하다, 빛나다; 경사스럽다(慶事---), 상서롭다(祥瑞--); 우러러보다, 숭배하다; 크다(=京)",볕 【경】,총 16획 (부 12획),72,12,날일
269,경,經,지경,13,木,FALSE,6,糸,木,날(피륙 따위의 세로 놓인 실); 지경; 길; 지나다; 지내다; 재다; 다스리다; 목매다; 좇다; 책; 불경; 십조(兆의 10배); 일찍; 경도(월경),지경 【경】,총 13획 (부 7획),120,7,실사
270,경,庚,일곱째천간,8,木,FALSE,3,广,木,일곱째 천간(서쪽 오행: 금); 고치다(=更); 갚다; 단단하다; 나이; 길; 도로,일곱째천간 【경】,총 8획 (부 5획),53,5,엄호엄
271,경,耕,밭갈,10,木,FALSE,6,耒,木,(논밭을) 갈다,밭갈 【경】,총 10획 (부 4획),127,4,쟁기뢰
272,경,敬,공경할,13,金,FALSE,4,攴(攵),金,공경하다(恭); 공경; 삼가다(謹愼); 삼감,공경할 【경】,총 13획 (부 9획),66,9,둥글월문
273,경,輕,가벼울,14,火,FALSE,7,車,火,가볍다; 가벼이 여기다; 가벼이 하다; 가벼이 손쉽게,가벼울 【경】,총 14획 (부 7획),159,7,수레거
274,경,驚,놀랄,23,火,FALSE,10,馬,火,(말이 겁을 내어) 놀라다; 놀라게 하다.,놀랄 【경】,총 23획 (부 13획),187,13,말마
